1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
0.806250,0.193750,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
0.800000,0.189189,0.010811
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
0.806250,0.193750,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
0.000000,0.946332,0.053668
0.000000,0.946332,0.053668
0.000000,0.946332,0.053668
0.006250,0.993750,0.000000
0.000000,0.946332,0.053668
0.006250,0.982939,0.010811
0.006250,0.982939,0.010811
0.000000,1.000000,0.000000
0.000000,0.989189,0.010811
0.000000,0.946332,0.053668
0.000000,1.000000,0.000000
0.006250,0.940082,0.053668
0.006250,0.993750,0.000000
0.006250,0.940082,0.053668
0.006250,0.982939,0.010811
0.000000,0.946332,0.053668
0.006250,0.940082,0.053668
0.006250,0.982939,0.010811
0.006250,0.950893,0.042857
0.006250,0.993750,0.000000
0.000000,0.625000,0.375000
0.006250,0.982939,0.010811
0.006250,0.950893,0.042857
0.006250,0.982939,0.010811
0.000000,0.989189,0.010811
0.000000,0.946332,0.053668
0.000000,0.946332,0.053668
0.000000,0.417761,0.582239
0.006250,0.940082,0.053668
0.006250,0.982939,0.010811
0.006250,0.993750,0.000000
0.006250,0.993750,0.000000
0.006250,0.982939,0.010811
0.000000,0.722523,0.277477
0.000000,0.946332,0.053668
0.006250,0.993750,0.000000
0.000000,0.946332,0.053668
0.006250,0.993750,0.000000
0.006250,0.982939,0.010811
0.006250,0.993750,0.000000
0.006250,0.982939,0.010811
0.006250,0.940082,0.053668
0.006250,0.982939,0.010811
0.000000,1.000000,0.000000
0.006250,0.982939,0.010811
0.006250,0.982939,0.010811
0.006250,0.982939,0.010811
0.006250,0.982939,0.010811
0.000000,1.000000,0.000000
0.006250,0.982939,0.010811
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.200000,0.800000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.025000,0.975000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.006250,0.684226,0.309524
0.000000,0.000000,1.000000
0.000000,0.025000,0.975000
0.000000,0.000000,1.000000
0.000000,0.053571,0.946429
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.053571,0.946429
0.000000,0.053571,0.946429
0.000000,0.000000,1.000000
0.000000,0.589189,0.410811
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.479665,0.520335
0.000000,0.346332,0.653668
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.253571,0.746429
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.025000,0.975000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.200000,0.800000
