1.000000,1.000000,0.333333,0.800000,0.833333,1.000000,0.433333,0.683333
0.986667,0.826667,0.182857,0.717143,0.737143,0.537143,0.576190,0.572857
0.986667,0.440952,0.368571,0.860000,0.522857,0.237143,0.904762,0.665714
0.920000,1.000000,0.957778,0.933333,0.980000,0.850000,0.980000,0.000000
0.441667,0.933333,0.891667,0.608333,0.866667,0.891667,0.833333,0.675000
0.700000,0.800000,0.200000,0.400000,0.800000,0.600000,0.500000,0.150000
0.360000,0.880000,0.980000,0.960000,0.940000,0.600000,0.940000,0.000000
0.800000,0.900000,0.642857,0.157143,0.657143,0.657143,0.442857,0.542857
0.854762,0.914286,0.421429,0.838095,0.864286,0.492857,0.921429,0.085714
0.900000,0.666667,0.800000,0.700000,0.683333,0.400000,0.800000,0.700000
0.628571,0.800000,0.571429,0.571429,0.714286,0.571429,0.800000,0.200000
0.866667,0.950000,0.977778,0.933333,1.000000,0.700000,1.000000,0.150000
0.891429,0.520000,0.876190,0.664762,0.731429,0.619048,1.000000,0.586667
0.875000,0.913636,0.950000,0.794156,0.892857,0.064935,1.000000,0.821429
0.758095,1.000000,0.922857,0.904762,0.951429,0.802381,0.980000,0.000000
0.824762,1.000000,0.922857,0.838095,0.951429,0.319048,0.980000,0.000000
0.854762,1.000000,0.592857,0.638095,0.921429,0.435714,0.850000,0.250000
0.900000,0.966667,0.966667,0.300000,0.766667,0.733333,0.966667,0.966667
0.720000,0.960000,0.840000,0.226667,0.546667,0.480000,0.933333,0.080000
1.000000,0.575000,0.583333,0.508333,0.575000,0.483333,0.750000,0.666667
0.870000,0.874286,0.518571,0.798095,0.782381,0.315714,0.854762,0.337143
0.720000,0.470000,0.800000,0.960000,0.960000,0.750000,0.900000,0.770000
0.820000,0.620000,0.600000,0.860000,0.860000,1.000000,0.600000,0.370000
0.820000,1.000000,1.000000,0.420000,1.000000,0.183333,1.000000,0.000000
0.420000,1.000000,0.900000,0.520000,0.800000,0.000000,1.000000,0.000000
0.795000,0.750000,0.750000,0.470000,0.800000,0.600000,0.800000,0.350000
0.875000,0.963636,0.925000,0.247727,1.000000,0.761364,1.000000,0.975000
0.800000,0.975000,0.050000,0.775000,0.975000,0.950000,0.550000,0.600000
0.886667,0.710000,0.840000,0.460000,0.746667,0.630000,0.733333,0.630000
0.460000,0.600000,0.900000,0.720000,0.820000,1.000000,0.560000,0.320000
0.800000,0.314286,0.828571,0.800000,0.542857,0.257143,0.971429,0.885714
0.520000,0.920000,0.600000,0.960000,0.960000,1.000000,0.700000,0.370000
0.875000,0.877922,0.753571,0.819156,0.885714,0.247078,0.971429,0.832143
0.386667,0.760000,0.240000,0.860000,0.946667,0.480000,0.433333,0.380000
0.675000,0.963636,0.725000,0.447727,0.800000,0.561364,1.000000,0.775000
0.875000,0.880952,0.453571,0.808333,0.676190,0.615476,0.738095,0.694048
0.986667,0.476667,0.540000,0.660000,0.780000,0.230000,0.933333,0.730000
0.920000,1.000000,0.957778,0.866667,0.980000,0.400000,0.980000,0.000000
0.306667,1.000000,0.980000,0.920000,0.980000,0.800000,0.980000,0.000000
0.986667,0.340952,0.068571,0.560000,0.422857,0.137143,0.904762,0.365714
0.936667,0.960000,0.223333,0.960000,0.830000,0.830000,0.816667,0.213333
0.040000,0.780000,0.300000,0.360000,0.960000,0.900000,0.260000,0.000000
0.891429,1.000000,0.942857,0.491429,0.971429,0.269048,1.000000,0.000000
1.000000,0.963636,1.000000,0.844156,0.692857,0.264935,1.000000,0.871429
0.866667,0.950000,0.977778,0.933333,1.000000,0.700000,1.000000,0.150000
0.986667,0.935000,0.090000,0.935000,0.921667,0.830000,0.783333,0.880000
0.800000,0.963636,0.742857,0.329870,0.590476,0.426840,0.942857,0.942857
0.900000,0.914286,0.828571,0.700000,0.892857,0.240476,0.971429,0.185714
0.986667,0.910000,0.817778,0.893333,0.946667,0.580000,0.933333,0.230000
0.920000,1.000000,0.957778,0.933333,0.980000,0.850000,0.980000,0.000000
1.000000,0.975000,0.050000,0.975000,0.975000,0.950000,0.850000,1.000000
0.871429,0.900000,0.742857,0.671429,0.671429,0.885714,0.700000,0.200000
0.541667,0.816667,0.750000,0.850000,0.766667,0.200000,1.000000,0.950000
0.966667,0.689286,0.678571,0.746429,0.694048,0.335714,0.921429,0.857143
0.540000,0.730000,1.000000,0.860000,0.860000,0.650000,0.660000,0.350000
0.875000,0.913636,0.925000,0.847727,1.000000,0.211364,1.000000,0.925000
0.800000,0.975000,0.050000,0.775000,0.975000,0.950000,0.450000,0.800000
0.498571,1.000000,0.801429,0.771429,0.644286,0.921429,0.930000,0.000000
0.620000,0.820000,0.714286,0.802857,0.745714,0.857143,0.900000,0.320000
0.453333,1.000000,1.000000,0.186667,1.000000,0.200000,1.000000,0.200000
0.695000,0.725000,0.800000,0.545000,0.975000,0.150000,0.950000,0.550000
1.000000,0.966667,0.833333,0.733333,0.366667,0.833333,0.900000,0.766667
0.440000,0.720000,1.000000,0.880000,0.960000,0.800000,1.000000,0.720000
1.000000,0.966667,0.500000,0.800000,0.866667,0.900000,0.400000,0.650000
0.475000,0.900000,0.625000,0.646429,0.742857,0.753571,0.700000,0.746429
1.000000,1.000000,0.900000,0.738095,0.426190,0.028571,1.000000,0.271429
0.720000,0.600000,0.580000,0.800000,0.580000,0.400000,0.780000,0.200000
1.000000,1.000000,1.000000,0.533333,1.000000,0.350000,1.000000,0.200000
0.986667,0.874286,0.668571,0.560000,0.889524,0.520476,0.904762,0.165714
0.841667,0.933333,0.834524,0.265476,0.523810,0.748810,0.576190,0.817857
0.760000,0.680000,0.600000,0.680000,0.760000,0.800000,0.660000,0.050000
0.800000,0.914286,0.406349,1.000000,0.942857,0.590476,0.971429,0.085714
0.824762,0.950000,0.942857,0.624762,0.971429,0.202381,1.000000,0.150000
0.750000,0.914286,0.678571,1.000000,0.692857,0.207143,0.921429,0.285714
1.000000,0.930303,0.966667,0.344156,0.876190,0.364935,0.966667,0.938095
0.866667,0.950000,0.977778,0.933333,1.000000,0.700000,1.000000,0.150000
0.875000,0.730303,0.834524,0.404870,0.790476,0.318506,0.909524,0.884524
0.720000,0.920000,0.847619,0.636190,0.445714,0.790476,1.000000,0.186667
0.786667,0.660000,0.340000,0.660000,0.646667,0.380000,0.833333,0.230000
0.875000,1.000000,0.867857,0.365476,0.790476,0.248810,0.942857,0.317857
1.000000,0.763636,0.600000,0.472727,0.800000,0.436364,0.800000,0.600000
0.778095,0.680000,0.782857,0.591429,0.878095,0.465714,0.933333,0.600000
0.966667,0.963636,0.800000,0.844156,0.576190,0.564935,0.900000,0.821429
0.986667,0.435000,0.590000,0.835000,0.821667,0.730000,0.883333,0.780000
0.986667,0.860000,0.240000,0.360000,0.246667,0.180000,0.933333,0.180000
0.721429,0.914286,0.421429,0.971429,0.864286,0.492857,0.921429,0.085714
0.600000,0.775000,0.250000,0.775000,0.875000,0.750000,0.750000,0.400000
0.000000,0.200000,0.200000,0.200000,0.200000,0.000000,1.000000,0.200000
1.000000,0.975000,0.050000,0.975000,0.975000,0.950000,0.850000,1.000000
0.875000,0.350000,0.150000,0.150000,0.400000,0.000000,0.800000,0.150000
0.706667,0.513333,0.766667,0.493333,0.526667,0.966667,0.493333,0.100000
0.866667,0.950000,0.977778,0.933333,1.000000,0.700000,1.000000,0.150000
1.000000,0.466667,0.333333,0.533333,0.533333,0.333333,0.800000,0.466667
0.920000,1.000000,0.957778,0.933333,0.980000,0.683333,0.980000,0.000000
0.241667,0.933333,0.291667,0.808333,0.866667,0.791667,0.733333,0.775000
1.000000,0.763636,1.000000,0.272727,0.933333,0.769697,1.000000,1.000000
0.595238,0.933333,0.538095,0.404762,0.780952,0.338095,0.433333,0.300000
0.395000,0.870000,0.664286,0.852857,0.845714,0.457143,1.000000,0.270000
0.953333,0.693333,0.606667,0.193333,0.613333,0.646667,0.366667,0.380000
0.720000,0.920000,0.847619,0.636190,0.445714,0.790476,1.000000,0.186667
