12.267729,0.827533,22.123643,4.703578
6.093152,1.106919,5.809646,2.410321
9.789701,1.387084,14.136023,3.759790
9.718087,0.835510,14.853954,3.854083
6.130009,0.943236,6.321637,2.514287
10.913395,0.368589,21.274808,4.612462
11.165791,0.879728,18.376089,4.286734
5.471857,1.268624,6.209068,2.491800
14.127321,1.081997,27.761208,5.268891
9.624243,1.455166,16.958194,4.118033
9.851936,1.215814,13.011526,3.607149
9.901587,0.865787,13.667718,3.696988
9.253927,0.980421,11.879071,3.446603
13.889909,0.400734,26.928380,5.189256
11.873675,0.799086,25.185309,5.018497
8.936081,0.963099,12.041057,3.470023
10.301766,0.375945,13.354387,3.654365
6.954445,0.890542,5.814251,2.411276
7.941792,1.328504,8.438663,2.904938
7.551093,1.509028,11.710001,3.421988
11.359127,1.513271,16.648061,4.080203
10.265787,1.386774,16.144764,4.018055
7.435399,0.734060,6.672378,2.583095
12.644007,1.116384,23.207669,4.817434
13.250231,1.129587,27.365971,5.231249
10.434596,1.233744,16.545656,4.067635
9.221021,1.348621,14.255459,3.775640
6.929551,1.370835,7.536937,2.745348
7.819129,1.185413,7.105283,2.665574
12.295635,0.610922,24.341409,4.933701
8.431926,1.410738,12.830050,3.581906
11.270597,0.685871,29.993677,5.476648
9.844343,0.976067,14.916693,3.862213
12.079901,1.432261,20.468961,4.524264
7.777441,1.417945,10.007110,3.163402
10.638750,0.841165,19.142115,4.375170
10.908454,1.506727,19.262203,4.388873
11.786646,0.870878,23.318606,4.828934
12.591637,1.044928,23.602383,4.858228
9.289847,1.124097,12.866610,3.587006
10.633052,0.693769,22.297793,4.722054
12.575703,0.734389,23.999233,4.898901
8.265767,1.611762,10.145233,3.185158
8.456591,0.783184,9.860280,3.140108
8.906252,0.956497,9.853516,3.139031
9.986917,1.243397,14.021281,3.744500
7.773347,1.355554,8.238701,2.870314
9.844137,0.899767,15.485663,3.935183
9.790578,0.434166,15.030982,3.876981
12.795096,0.994004,25.552065,5.054905
12.272018,0.704021,22.788419,4.773722
6.055540,1.414210,6.078182,2.465397
8.188454,1.136200,10.436045,3.230487
9.770950,1.192600,12.293826,3.506255
11.267026,1.352890,20.994429,4.581968
9.920730,1.340281,14.100243,3.755029
12.402809,0.727579,22.235335,4.715436
12.612592,0.932392,29.808374,5.459705
9.736765,1.365458,19.708206,4.439393
9.814978,0.838119,12.168824,3.488384
7.227814,1.406625,7.577575,2.752739
7.381165,1.223704,8.139889,2.853049
7.768753,1.232805,10.465066,3.234975
12.700300,1.497690,24.387740,4.938395
10.997813,0.908474,18.438676,4.294028
12.025486,1.379753,18.820494,4.338259
11.600504,0.603882,20.279504,4.503277
7.762662,0.864183,9.679592,3.111204
10.996463,1.536608,21.049888,4.588016
8.654016,0.977897,8.740804,2.956485
8.956072,1.499035,9.732904,3.119760
10.665635,1.432463,14.429099,3.798565
7.703591,1.103490,10.229662,3.198384
14.074854,1.380824,24.823832,4.982352
10.702368,1.004289,17.969487,4.239043
11.684193,0.751492,17.407409,4.172219
10.208116,1.527424,15.209099,3.899884
11.146054,1.204279,16.981217,4.120827
9.686313,1.189462,13.189788,3.631775
8.641342,0.861521,11.249417,3.354015
14.076980,1.070904,32.995868,5.744203
10.499229,0.993641,17.243858,4.152572
7.813799,0.961245,10.149797,3.185875
9.674638,0.636051,11.557830,3.399681
7.103054,0.657933,6.144919,2.478895
9.422454,1.186065,13.378540,3.657669
7.293417,1.297987,11.100638,3.331762
14.474911,0.699784,37.223027,6.101068
7.313425,0.398005,12.141861,3.484517
11.136742,1.678357,17.111162,4.136564
7.555341,1.354074,10.591066,3.254392
12.246070,0.808169,31.535386,5.615638
8.953089,0.777450,14.722211,3.836953
8.611992,1.003493,10.692988,3.270014
8.209119,1.200390,8.973977,2.995660
11.342384,1.220692,15.979385,3.997422
14.362098,1.259471,27.524403,5.246370
10.257835,1.426303,13.336556,3.651925
8.287830,0.941458,10.676922,3.267556
5.957561,1.529659,7.451834,2.729805
