0.154242,0.110303,0.269697,0.274242,0.000000,0.096970,0.012121,0.082424
0.224242,0.430303,0.036364,0.104242,0.000000,0.110303,0.012121,0.082424
0.024242,0.030303,0.036364,0.024242,0.000000,0.030303,0.012121,0.842424
0.228571,0.000000,0.152381,0.400000,0.028571,0.180952,0.009524,0.000000
0.024242,0.048485,0.381818,0.260606,0.000000,0.030303,0.212121,0.042424
0.064242,0.048485,0.315152,0.180606,0.040000,0.096970,0.012121,0.242424
0.074242,0.030303,0.269697,0.074242,0.000000,0.096970,0.012121,0.442424
0.074242,0.048485,0.515152,0.110606,0.000000,0.096970,0.112121,0.042424
0.250000,0.000000,0.100000,0.500000,0.000000,0.000000,0.150000,0.000000
0.220000,0.018182,0.265455,0.236364,0.260000,0.000000,0.000000,0.000000
0.197576,0.230303,0.036364,0.144242,0.040000,0.096970,0.212121,0.042424
0.020000,0.000000,0.213506,0.000000,0.527749,0.000000,0.157143,0.081602
0.048571,0.000000,0.139048,0.000000,0.371905,0.114286,0.109524,0.216667
0.050000,0.018182,0.678788,0.086364,0.000000,0.066667,0.100000,0.000000
0.028571,0.290385,0.019048,0.050000,0.120879,0.275824,0.059524,0.155769
0.052814,0.045688,0.055411,0.074242,0.120879,0.506127,0.071645,0.073193
0.024242,0.030303,0.093506,0.024242,0.140476,0.030303,0.569264,0.087662
0.452020,0.052525,0.193506,0.074242,0.057143,0.030303,0.069264,0.070996
0.240000,0.018182,0.278788,0.156364,0.040000,0.066667,0.000000,0.200000
0.062424,0.048485,0.465455,0.060606,0.078182,0.030303,0.012121,0.242424
0.052814,0.045688,0.055411,0.304242,0.120879,0.286127,0.021645,0.113193
0.048571,0.200000,0.339048,0.000000,0.088571,0.314286,0.009524,0.000000
0.018182,0.000000,0.313636,0.350000,0.101515,0.050000,0.150000,0.016667
0.224242,0.030303,0.036364,0.224242,0.083333,0.130303,0.212121,0.059091
0.046753,0.015385,0.182684,0.000000,0.422394,0.175824,0.109524,0.047436
0.024242,0.096970,0.093506,0.024242,0.140476,0.030303,0.369264,0.220996
0.084242,0.030303,0.156364,0.194242,0.100000,0.330303,0.062121,0.042424
0.044242,0.150303,0.356364,0.064242,0.260000,0.070303,0.012121,0.042424
0.028571,0.400000,0.019048,0.130000,0.028571,0.294286,0.059524,0.040000
0.024242,0.150303,0.036364,0.414242,0.000000,0.070303,0.062121,0.242424
0.028571,0.015385,0.019048,0.200000,0.120879,0.175824,0.009524,0.430769
0.040000,0.015385,0.036364,0.120000,0.659580,0.061538,0.000000,0.067133
0.052814,0.063869,0.237229,0.060606,0.248152,0.206127,0.021645,0.109557
0.102814,0.105303,0.183983,0.217100,0.028571,0.144589,0.021645,0.195996
0.080000,0.280000,0.150000,0.250000,0.000000,0.150000,0.050000,0.040000
0.072814,0.305303,0.175411,0.024242,0.088571,0.144589,0.021645,0.167424
0.028571,0.015385,0.019048,0.080000,0.120879,0.655824,0.009524,0.070769
0.064242,0.115152,0.210390,0.323463,0.040000,0.030303,0.012121,0.204329
0.064242,0.230303,0.064935,0.487100,0.040000,0.030303,0.012121,0.070996
0.080000,0.746667,0.000000,0.000000,0.000000,0.000000,0.000000,0.173333
0.028571,0.000000,0.019048,0.050000,0.028571,0.614286,0.259524,0.000000
0.090996,0.030303,0.339048,0.024242,0.190087,0.144589,0.121645,0.059091
0.000000,0.015385,0.057143,0.080000,0.149451,0.141538,0.057143,0.499341
0.064242,0.030303,0.036364,0.744242,0.040000,0.030303,0.012121,0.042424
0.200000,0.000000,0.133333,0.000000,0.083333,0.066667,0.300000,0.216667
0.024242,0.505303,0.072727,0.024242,0.127273,0.030303,0.012121,0.203788
0.561905,0.200000,0.019048,0.000000,0.028571,0.180952,0.009524,0.000000
0.064242,0.230303,0.036364,0.144242,0.040000,0.030303,0.012121,0.442424
0.044242,0.030303,0.316537,0.157576,0.244416,0.030303,0.069264,0.107359
0.028571,0.090385,0.019048,0.000000,0.120879,0.175824,0.009524,0.555769
0.024242,0.030303,0.064935,0.767100,0.000000,0.030303,0.012121,0.070996
0.220000,0.200000,0.177143,0.000000,0.200476,0.000000,0.157143,0.045238
0.074242,0.030303,0.136364,0.674242,0.000000,0.030303,0.012121,0.042424
0.080000,0.080000,0.000000,0.400000,0.000000,0.000000,0.000000,0.440000
0.000000,0.000000,0.457143,0.000000,0.057143,0.200000,0.057143,0.228571
0.602020,0.252525,0.036364,0.024242,0.000000,0.030303,0.012121,0.042424
0.000000,0.000000,0.057143,0.200000,0.340476,0.000000,0.357143,0.045238
0.000000,0.000000,0.057143,0.000000,0.340476,0.200000,0.157143,0.245238
0.000000,0.000000,0.150000,0.330000,0.000000,0.430000,0.050000,0.040000
0.024242,0.030303,0.072727,0.024242,0.127273,0.030303,0.012121,0.678788
0.080000,0.400000,0.000000,0.040000,0.000000,0.040000,0.000000,0.440000
0.042424,0.048485,0.445455,0.060606,0.018182,0.030303,0.312121,0.042424
0.024242,0.105303,0.122078,0.167100,0.057143,0.030303,0.269264,0.224567
0.161905,0.000000,0.152381,0.000000,0.228571,0.247619,0.009524,0.200000
0.044242,0.048485,0.538182,0.060606,0.187273,0.030303,0.012121,0.078788
0.040000,0.018182,0.174026,0.699221,0.040000,0.000000,0.000000,0.028571
0.446753,0.018182,0.328139,0.036364,0.046753,0.114286,0.009524,0.000000
0.024242,0.305303,0.093506,0.024242,0.257143,0.030303,0.069264,0.195996
0.072814,0.150303,0.175411,0.064242,0.171905,0.184589,0.121645,0.059091
0.028571,0.000000,0.019048,0.300000,0.028571,0.114286,0.509524,0.000000
0.657778,0.302222,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000
0.048571,0.000000,0.139048,0.000000,0.171905,0.314286,0.309524,0.016667
0.070000,0.000000,0.486667,0.333333,0.060000,0.000000,0.050000,0.000000
0.040000,0.000000,0.150000,0.450000,0.040000,0.230000,0.050000,0.040000
0.052814,0.150303,0.055411,0.144242,0.028571,0.264589,0.221645,0.082424
0.046753,0.000000,0.332684,0.200000,0.130087,0.164286,0.109524,0.016667
0.024242,0.030303,0.036364,0.174242,0.083333,0.030303,0.562121,0.059091
0.062424,0.048485,0.565455,0.060606,0.078182,0.030303,0.112121,0.042424
0.044242,0.048485,0.538182,0.060606,0.187273,0.030303,0.012121,0.078788
0.064242,0.048485,0.210390,0.523463,0.040000,0.030303,0.012121,0.070996
0.024242,0.045688,0.036364,0.304242,0.092308,0.271841,0.112121,0.113193
0.042424,0.063869,0.445455,0.060606,0.110490,0.091841,0.112121,0.073193
0.074242,0.230303,0.269697,0.074242,0.083333,0.096970,0.112121,0.059091
0.018182,0.015385,0.230303,0.133333,0.510490,0.061538,0.000000,0.030769
0.224242,0.105303,0.093506,0.024242,0.057143,0.030303,0.069264,0.395996
0.000000,0.400000,0.000000,0.000000,0.083333,0.000000,0.100000,0.416667
0.052814,0.096970,0.188745,0.024242,0.111905,0.211255,0.121645,0.192424
0.020000,0.200000,0.280173,0.133333,0.244416,0.000000,0.057143,0.064935
0.000000,0.075000,0.085714,0.142857,0.057143,0.000000,0.057143,0.582143
0.028571,0.215385,0.019048,0.130000,0.120879,0.355824,0.059524,0.070769
0.282020,0.347910,0.036364,0.024242,0.092308,0.091841,0.012121,0.113193
0.062424,0.030303,0.586667,0.157576,0.078182,0.030303,0.012121,0.042424
0.028571,0.015385,0.085714,0.133333,0.120879,0.375824,0.009524,0.230769
0.104242,0.251970,0.036364,0.024242,0.000000,0.030303,0.012121,0.540758
0.000000,0.200000,0.200000,0.000000,0.000000,0.000000,0.600000,0.000000
0.173333,0.200000,0.000000,0.120000,0.240000,0.066667,0.200000,0.000000
0.000000,0.000000,0.066667,0.683333,0.000000,0.000000,0.050000,0.200000
0.024242,0.030303,0.129870,0.024242,0.184416,0.030303,0.069264,0.507359
0.000000,0.535385,0.066667,0.173333,0.092308,0.101538,0.000000,0.030769
0.052814,0.063869,0.237229,0.060606,0.248152,0.206127,0.021645,0.109557
