0.629737,0.226625,0.126513,0.000000,0.005797,0.011327
0.605850,0.286589,0.090437,0.000000,0.005797,0.011327
0.205031,0.639958,0.048802,0.094444,0.000000,0.011765
0.605850,0.286589,0.090437,0.000000,0.005797,0.011327
0.666376,0.244484,0.074647,0.000000,0.005797,0.008696
0.454377,0.527441,0.004545,0.013636,0.000000,0.000000
0.666376,0.244484,0.074647,0.000000,0.005797,0.008696
0.666376,0.244484,0.074647,0.000000,0.005797,0.008696
0.565109,0.193997,0.223770,0.000000,0.005797,0.011327
0.736464,0.163229,0.097676,0.000000,0.000000,0.002632
0.287710,0.694108,0.004545,0.013636,0.000000,0.000000
0.720038,0.155499,0.107338,0.000000,0.005797,0.011327
0.443266,0.534512,0.022222,0.000000,0.000000,0.000000
0.550141,0.255581,0.194278,0.000000,0.000000,0.000000
0.780565,0.113394,0.091549,0.000000,0.005797,0.008696
0.625635,0.151892,0.207980,0.000000,0.005797,0.008696
0.780565,0.113394,0.091549,0.000000,0.005797,0.008696
0.737430,0.149702,0.095744,0.000000,0.005797,0.011327
0.720038,0.155499,0.107338,0.000000,0.005797,0.011327
0.454936,0.297007,0.198057,0.050000,0.000000,0.000000
0.420590,0.446045,0.083364,0.050000,0.000000,0.000000
0.816142,0.090564,0.076169,0.000000,0.005797,0.011327
0.720038,0.155499,0.107338,0.000000,0.005797,0.011327
0.720038,0.155499,0.107338,0.000000,0.005797,0.011327
0.720038,0.155499,0.107338,0.000000,0.005797,0.011327
0.720038,0.155499,0.107338,0.000000,0.005797,0.011327
0.580908,0.322825,0.079999,0.013636,0.000000,0.002632
0.720038,0.155499,0.107338,0.000000,0.005797,0.011327
0.641434,0.280719,0.064210,0.013636,0.000000,0.000000
0.720038,0.155499,0.107338,0.000000,0.005797,0.011327
0.796990,0.121123,0.081887,0.000000,0.000000,0.000000
0.780565,0.113394,0.091549,0.000000,0.005797,0.008696
0.798299,0.135209,0.063860,0.000000,0.000000,0.002632
0.630565,0.263394,0.091549,0.000000,0.005797,0.008696
0.720038,0.155499,0.107338,0.000000,0.005797,0.011327
0.330568,0.253244,0.357251,0.044444,0.005797,0.008696
0.720038,0.155499,0.107338,0.000000,0.005797,0.011327
0.720038,0.155499,0.107338,0.000000,0.005797,0.011327
0.629737,0.226625,0.126513,0.000000,0.005797,0.011327
0.629737,0.226625,0.126513,0.000000,0.005797,0.011327
0.720038,0.155499,0.107338,0.000000,0.005797,0.011327
0.780565,0.113394,0.091549,0.000000,0.005797,0.008696
0.720038,0.155499,0.107338,0.000000,0.005797,0.011327
0.525841,0.361690,0.095344,0.000000,0.005797,0.011327
0.661936,0.253391,0.082042,0.000000,0.000000,0.002632
0.720038,0.155499,0.107338,0.000000,0.005797,0.011327
0.644544,0.259188,0.093636,0.000000,0.000000,0.002632
